#
X
X
X
X
X
X
X
X
X
0
1	0	 1.00 	18.000 	0
1	1	 1.00 	19.000 	0
1	2	 1.00 	20.000 	0
1	3	 1.00 	21.000 	0
1	4	 1.00 	22.000 	0
1	5	 1.00 	23.000 	0
1	6	 1.00 	24.000 	0
1	7	 1.00 	25.000 	0
1	8	 1.00 	26.000 	0
1	9	 1.00 	27.000 	0
1	10	 2.00 	13.000 	0
1	11	 2.00 	14.000 	0
1	12	 2.00 	15.000 	0
1	13	 2.00 	16.000 	0
1	14	 2.00 	17.000 	0
1	15	 2.00 	28.000 	0
1	16	 2.00 	29.000 	0
1	17	 2.00 	30.000 	0
1	18	 3.00 	9.000 	0
1	19	 3.00 	10.000 	0
1	20	 3.00 	11.000 	0
1	21	 3.00 	12.000 	0
1	22	 3.00 	31.000 	0
1	23	 3.00 	32.000 	0
1	24	 3.00 	33.000 	0
1	25	 3.00 	34.000 	0
1	26	 3.00 	35.000 	0
1	27	 4.00 	7.000 	0
1	28	 4.00 	8.000 	0
1	29	 4.00 	36.000 	0
1	30	 4.00 	37.000 	0
1	31	 4.00 	38.000 	0
1	32	 4.00 	39.000 	0
1	33	 5.00 	5.000 	0
1	34	 5.00 	6.000 	0
1	35	 5.00 	40.000 	0
1	36	 5.00 	41.000 	0
1	37	 5.00 	42.000 	0
1	38	 5.00 	43.000 	0
1	39	 5.00 	44.000 	0
1	40	 5.00 	45.000 	0
1	41	 6.00 	4.000 	0
1	42	 6.00 	46.000 	0
1	43	 6.00 	47.000 	0
1	44	 7.00 	3.000 	0
1	45	 7.00 	48.000 	0
1	46	 8.00 	1.000 	0
1	47	 8.00 	2.000 	0
1	48	 8.00 	49.000 	0
1	49	 8.00 	50.000 	0
1	50	 9.00 	51.000 	0
1	51	10.00 	52.000 	0
1	52	11.00 	53.000 	0
1	53	11.00 	54.000 	0
1	54	12.00 	55.000 	0
1	55	13.00 	56.000 	0
1	56	13.00 	57.000 	0
1	57	14.00 	58.000 	0
1	58	15.00 	59.000 	0
1	59	16.00 	60.000 	0
1	60	17.00 	61.000 	0
1	61	18.00 	62.000 	0
1	62	19.00 	62.000 	0
1	63	20.00 	63.000 	0
1	64	21.00 	63.000 	0
1	65	22.00 	64.000 	0
1	66	23.00 	64.000 	0
1	67	24.00 	64.000 	0
1	68	25.00 	64.000 	0
1	69	26.00 	64.000 	0
1	70	27.00 	64.000 	0
1	71	28.00 	64.000 	0
1	72	29.00 	64.000 	0
1	73	30.00 	64.000 	0
1	74	31.00 	64.000 	0
1	75	32.00 	64.000 	0
1	76	33.00 	65.000 	0
1	77	34.00 	65.000 	0
1	78	35.00 	65.000 	0
1	79	36.00 	65.000 	0
1	80	37.00 	65.000 	0
1	81	38.00 	66.000 	0
1	82	39.00 	66.000 	0
1	83	40.00 	66.000 	0
1	84	41.00 	66.000 	0
1	85	42.00 	66.000 	0
1	86	43.00 	66.000 	0
1	87	44.00 	66.000 	0
1	88	45.00 	66.000 	0
1	89	46.00 	66.000 	0
1	90	47.00 	66.000 	0
1	91	48.00 	66.000 	0
1	92	49.00 	66.000 	0
1	93	50.00 	66.000 	0
1	94	51.00 	67.000 	0
1	95	52.00 	67.000 	0
1	96	53.00 	67.000 	0
1	97	54.00 	67.000 	0
