#
0
1	0	0	38	0
1	1	1	38	0
1	2	2	38	0
1	3	3	38	0
1	4	4	38	0
1	5	5	38	0
1	6	6	37	0
1	7	7	37	0
1	8	8	37	0
1	9	9	37	0
1	10	10	37	0
1	11	11	37	0
1	12	12	37	0
1	13	13	37	0
1	14	14	37	0
1	15	15	37	0
1	16	16	37	0
1	17	17	37	0
1	18	18	37	0
1	19	19	36	0
1	20	20	36	0
1	21	21	36	0
1	22	22	36	0
1	23	23	36	0
1	24	24	36	0
1	25	25	36	0
1	26	26	36	0
1	27	27	36	0
1	28	28	36	0
1	29	29	35	0
1	30	30	35	0
1	31	31	35	0
1	32	32	34	0
1	33	33	34	0
1	34	34	34	0
1	35	35	33	0
1	36	36	33	0
1	37	37	32	0
1	38	38	32	0
1	39	39	31	0
1	40	40	31	0
1	41	41	30	0
1	42	42	30	0
1	43	43	30	0
1	44	44	29	0
1	45	45	29	0
1	46	46	28	0
1	47	47	27	0
1	48	48	27	0
1	49	49	26	0
1	50	50	26	0
1	51	51	25	0
1	52	52	25	0
1	53	53	24	0
1	54	54	23	0
1	55	55	23	0
1	56	56	22	0
1	57	57	21	0
1	58	58	20	0
1	59	59	20	0
1	60	60	19	0
1	61	61	18	0
1	62	62	17	0
1	63	63	16	0
1	64	64	15	0
1	65	65	15	0
1	66	66	14	0
1	67	67	13	0
1	68	68	12	0
1	69	69	11	0
1	70	70	10	0
1	71	71	10	0
1	72	72	9	0
1	73	73	9	0
1	74	74	8	0
1	75	75	8	0
1	76	76	7	0
1	77	77	7	0
1	78	78	6	0
1	79	79	6	0
1	80	80	5	0
1	81	81	5	0
1	82	82	5	0
1	83	83	5	0
1	84	84	4	0
1	85	85	4	0
1	86	86	4	0
1	87	87	4	0
1	88	88	3	0
1	89	89	3	0
1	90	90	3	0
1	91	91	3	0
1	92	92	2	0
1	93	93	2	0
1	94	94	2	0
1	95	95	2	0
1	96	96	2	0
1	97	97	1	0
1	98	98	1	0
1	99	99	1	0
1	100	100	1	0
1	101	101	1	0
1	102	102	1	0
1	103	103	1	0
1	104	104	1	0
1	105	105	1	0
1	106	106	1	0
1	107	107	1	0
1	108	108	2	0
1	109	109	2	0
1	110	110	2	0
1	111	111	3	0
1	112	112	3	0
1	113	113	3	0
1	114	114	4	0
1	115	115	4	0
1	116	116	5	0
1	117	117	5	0
1	118	118	6	0
1	119	119	7	0
1	120	120	7	0
1	121	121	8	0
1	122	122	9	0
1	123	123	10	0
1	124	124	11	0
1	125	125	12	0
1	126	126	13	0
1	127	127	14	0
1	128	128	15	0
1	129	128	16	0
1	130	129	17	0
1	131	129	18	0
1	132	130	19	0
1	133	130	20	0
1	134	131	21	0
1	135	131	22	0
1	136	131	23	0
1	137	131	24	0
1	138	132	25	0
1	139	132	26	0
1	140	132	27	0
1	141	133	28	0
1	142	133	29	0
1	143	134	30	0
1	144	134	31	0
1	145	134	32	0
1	146	135	33	0
1	147	135	34	0
1	148	135	35	0
1	149	136	36	0
1	150	136	37	0
1	151	137	38	0
1	152	137	39	0
1	153	138	40	0
1	154	139	41	0
1	155	139	42	0
1	156	140	43	0
1	157	140	44	0
1	158	141	45	0
1	159	141	46	0
1	160	142	47	0
1	161	142	48	0
1	162	142	49	0
1	163	143	50	0
1	164	143	51	0
1	165	144	52	0
1	166	144	53	0
1	167	145	54	0
1	168	146	55	0
1	169	146	56	0
1	170	147	57	0
1	171	148	58	0
1	172	148	59	0
1	173	149	60	0
1	174	150	61	0
1	175	150	62	0
1	176	151	63	0
1	177	151	64	0
1	178	152	65	0
1	179	153	66	0
1	180	153	67	0
1	181	154	68	0
1	182	155	69	0
1	183	155	70	0
1	184	156	71	0
1	185	157	72	0
1	186	158	73	0
1	187	159	74	0
1	188	160	75	0
1	189	161	76	0
1	190	162	76	0
1	191	163	77	0
1	192	164	78	0
1	193	165	78	0
1	194	166	79	0
1	195	167	80	0
1	196	168	81	0
1	197	169	82	0
1	198	170	83	0
1	199	171	84	0
1	200	171	85	0
1	201	172	86	0
1	202	173	87	0
1	203	174	88	0
1	204	175	89	0
1	205	176	89	0
1	206	177	90	0
1	207	178	90	0
1	208	179	91	0
1	209	180	91	0
1	210	181	91	0
1	211	182	92	0
1	212	183	92	0
1	213	184	92	0
1	214	185	93	0
1	215	186	94	0
1	216	187	94	0
1	217	188	95	0
1	218	189	96	0
1	219	190	97	0
1	220	191	97	0
1	221	192	98	0
1	222	193	98	0
1	223	194	99	0
1	224	195	99	0
1	225	196	100	0
1	226	197	101	0
1	227	198	101	0
1	228	199	101	0
1	229	200	102	0
1	230	201	102	0
1	231	202	103	0
1	232	203	103	0
1	233	204	104	0
1	234	205	104	0
1	235	206	105	0
1	236	207	105	0
1	237	208	106	0
